,source,cos_sim,target
17821,"У нас было условие, тогда еще, В тот вечер, накануне отъезда: когда уже мы сказали все, что я вам пересказала, и условились, мы вышли сюда гулять, именно на эту набережную. ",0.7607660057812615,"У нас было условие, тогда ещё, в тот вечер, перед отъездом: когда уже мы сказали всё, что я вам рассказала, и договорились, мы вышли сюда гулять, на эту набережную. "
23624,"Увидев меня, он расплывается в изумленной улыбке (мы встречаемся с ним каждый день), быстро сует мне руку, бросает на ходу: — Как поживаете, что поделываете?",0.626996310816795,"Увидев меня, он быстро суёт мне руку, бросает на ходу: — Как поживаете, что поделываете? "
11556,"В числе этих всех невест, которые приходили ей на память, она вспомнила и свою милую Анну, подробности о предполагаемом разводе которой она недавно слышала. ",0.6451561378183893,"Она вспомнила и свою милую Анну, о разводе которой она недавно слышала. "
9981,"Тяжело Жилину, ноги тоже в крови и уморился. ",0.6003051451770379,"Тяжело Жилину, устал он. "
14753,"– Не будет, потому что я этого не хочу.",0.8670659786061504,"— Не будет, потому что я этого не хочу. "
21395,"Он взял от меня все, что мог, и теперь я не нужна ему. ",0.9143578535072404,"Он взял от меня всё, что мог, и теперь я не нужна ему. "
7336,"Ему в первый раз пришли вопросы о возможности для его жены полюбить кого-нибудь, и он ужаснулся пред этим.",0.8464908190794378,"Ему в первый раз пришли вопросы о воз можности для его жены полюбить кого-нибудь, и он ужас нулся. "
11459,"Шуба действительно лежала на полу; Настасья Филипповна, не дождавшись, пока князь с нее снимет, сбросила ее сама к нему на руки, не глядя, сзади, но князь не успел принять",0.7998214609742155,"Шуба действительно лежала на полу; Настасья Филипповна сбросила её сама не глядя, но князь не успел принять"
13622,"Желтые листья все падают, и скоро деревья будут совсем лысые. ",0.6072127674263004,"Падают жёлтые листья, и скоро деревья будут совсем голые. "
12089,"— начал он, улыбаясь и осторожно садясь. — Простите, ради бога! ",0.7845733721850097,"— начал он, улыбаясь. — Простите, ради бога! "
9762,— Судьба судила мне иное.,0.9130800603759086,Судьба судила мне иное. 
17643,"— Да вот хотя бы ваши старые сапоги. — Маклафлин ткнул пальцем на запыленные юфтевые сапоги француза. — Попробуйте-ка написать про них так, чтобы парижская публика читала и восторгалась.",0.457555922115652,"— Ваши старые сапоги, — Маклафлин показал на сапоги француза"
9829,"Анна, думавшая, что она так хорошо знает своего мужа, была поражена его видом, когда он вошел к ней. ",0.8008912107741661,"Анна, думавшая, что она хорошо знает своего мужа, была сильно удивлена его видом, когда он вошёл к ней"
18625,"Но тогдашнее окружение мало ценило Ломоносова как ученого, его ценили прежде всего как поэта. ",0.709384129717955,"Но современники мало ценили Ломоносова как учёного, его ценили, прежде всего, как поэта. "
1459,"Я знал, что ты придешь. ",0.722598684616041,"Я знал, что ты придёшь. "
9956,"Пройдя небольшую столовую с темными деревянными стенами, Степан Аркадьич с Левиным по мягкому ковру вошли в полутемный кабинет, освещенный одною с большим темным абажуром лампой. ",0.7644910933335378,"Пройдя небольшую столовую с тёмными деревянными стенами, Степан Аркадьич с Левиным по мягкому ковру вошли в полутёмный кабинет. "
9791,"В конце ноября того же года, когда перед окнами моими кружились снежинки, а озеро глядело бесконечно белой пустыней, Кузьма пожелал меня видеть: он прислал ко мне сторожа сказать, что он «надумал». ",0.3139934605525977,В конце ноября Кузьма попросил о встрече с Сергеем. 
13886,Миссия русского народа — взятие Царьграда и объединение славян? ,0.5180715658720701,Взять Царьград и объединить все славянские народы? 
2824,"Когда через минуту он вошел в гостиную, лицо его было совершенно спокойно.",0.947774660165718,"Когда через минуту он вошёл в гостиную, лицо его было совершенно спокойно."
9309,Соленый. ,0.5574285656543082,Солёный. 
22980,"- Подождите в приемной, а узелок здесь оставьте, - проговорил он, неторопливо и важно усаживаясь в свое кресло и с строгим удивлением посматривая на князя, расположившегося тут же рядом подле него на стуле, с своим узелком в руках",0.5620576020845549,"— Подождите в приёмной, — проговорил он, со строгим удивлением посматривая на князя, расположившегося тут же рядом около него на стуле. — Вам к самому генералу? "
9413,XXVI Никогда еще не проходило дня в ссоре. ,0.7158126689206032,Никогда ещё не проходило дня в ссоре. 
5508,"Сан-Стефанский трактат противоречит интересам европейской безопасности и должен быть пересмотрен на специальном конгрессе, в котором примут участие все великие державы».",0.5753628193227829,"Так как Сан-Стефанский договор — серьёзная угроза европейской безопасности, то его надо пересмотреть на специальной конференции, в которой примут участие все великие государства. "
13573,Надо благодарить решительность генерал-лейтенанта Соболева… — Да это Эраста Петровича надо благодарить! ,0.5035033247660194,А в конце Мизинов добавил: «Генерал-лейтенанта Соболева надо особенно поблагодарить!» 
15843,"Это они построили города, возвели многоэтажные здания, провели канализацию и водопровод, замостили улицы и осветили их электрическими лампами. ",0.9766705910038558,"Это они построили города, возвели многоэтажные здания, про вели канализацию и водопровод, замостили улицы и осветили их электри ческими лампами. "
22078,Ранен?,0.896007985251043,Ранен? 
20799,— Можно… Но как же Пшехоцкий с каретой?,0.6818056741436909,— Можно… А как же Пшехоцкий в карете? 
5181,"Увидать дядю, похожего на мать, ему было неприятно, потому что это вызвало в нем те самые воспоминания, которые он считал стыдными. ",0.5219620285170367,"Увидеть дядю, похожего на мать, ему было неприятно, и потому Серёжа старался не смотреть на этого дядю, приехавшего нарушать его спокойствие. "
19337,"— Я так бы желала, чтобы вы все меня любили, как я вас люблю; а теперь я еще больше полюбила вас, — сказала она со слезами на глазах. ",0.857785136034705,"Я так бы желала, чтобы вы все меня любили, как я вас люблю; а те перь я еще больше полюбила вас, — сказала она со слезами на гла зах. — Ах, как я нынче глупа! "
2491,Ужасно жалко ее!,0.6914613881990438,Ужасно жалко её! 
13229,"— сказал он, строго глядя на нее, — я выстрелил в себя нечаянно. ",0.7465301712825715,"— сказал он, строго глядя на неё, — я выстрелил в себя случайно. "
2313,"» — спросил Алексей. — «А потому, что я хотела бы спросить у тебя, правда ли, говорят...» — «Что же говорят?» ",0.7856288910039134,"«А потому, что я хотела бы спросить у тебя, правда ли, говорят…» — «Что же говорят?» "
5001,Дон Гуан Я Дон Гуан.,0.8059663953772918,Дон Гуан. 
5062,"— горячо заговорила Варя, боясь, что выступят слезы. — за что вы все время себя казните? ",0.3636371948495571,"— сказала Варя, она боялась, что сейчас заплачет. — Почему вы всё время себя ругаете? "
23217,Птица моя белая… Ирина. ,0.6687574052858474,Птица моя белая...
781,"Это, во всяком случае, возмутительно. ",0.6107028683724249,Просто возмутительно. 
7921,Нет еще.,0.4706820848570515,Нет ещё.
22312,"Рыцарство кует чувство личного достоинства и чести, создает закал личности. ",0.7291673292663028,"Рыцарство куёт чувство личного достоинства и чести, создаёт твёрдость личности. "
5669,"Вот тут у меня кипит… (Глядя на брата Андрея, который провозит колясочку.) ",0.800966165699408,"(Глядя на брата Андрея, который провозит колясочку.) "
2596,— Простить!? ,0.3437940386807162,— Простить?! 
23759,Княжне Кити Щербацкой было восьмнадцать лет. ,0.7440202150081491,X-XII Княжне Кити Щербацкой было восемнадцать лет. 
19232,"Не слыхала ли она его слов или не хотела слышать, но она как бы спотыкнулась, два раза стукнув ножкой, и поспешно покатилась прочь от него. ",0.3765892901279869,Она поспешно покатилась в сторону от него. 
15880,— Да? ,0.8277381690250051,Да? 
10608,Но на губах уже сверкала улыбка. ,0.6207317554255837,Я посмотрел на неё: на губах уже была улыбка. 
4950,С этим и встала поутру. ,0.5989505725163344,С этим и встала утром.
2837,"- Что вы знаете о моем положении, чтобы сметь судить меня? ",0.6973174620836218,"— Что вы знаете о моём положении, чтобы могли судить меня? "
6258,Кулыгин (огорченный). ,0.833661425643063,Кулыгин (огорчённый). 
13154,Ждут с нетерпением. ,0.4229158770481996,Ждут вас. 
3668,"Три дня после того Лизавете Ивановне молоденькая, быстроглазая мамзель принесла записку из модной лавки. ",0.5033900484149052,Через три дня Лизавете Ивановне молоденькая француженка принесла записочку из модного магазина. 
11362,да куда ж ты бежишь?,0.9771492354985972,да куда ж ты бежишь? 
7424,"Если ты не стараешься узнать того, что нужнее всего для христианина, – сказал отец, вставая, – то что же может занимать тебя? ",0.8492874237507347,"Если ты не стараешься узнать того, что нужнее всего для христианина, — сказал отец, вставая, — то что же может интересовать тебя? "
11619,"Чтоб и духу твоего здесь не было, негодяй! ",0.5172108684019823,— Он негодяй! 
2150,"Полюбив, не отрекайтесь!",0.5464776862517589,"Если любите, не отрекайтесь! "
4842,вот рано вспомнили! ,0.3519361844560206,"— Ну, вот и дожили! "
5851,Наблюдение первое: да он совсем старик! ,0.4002538652379234,Вот что она увидела: «Первое: он — старик! 
11183,Я не люблю и боюсь этого вашего Соленого. ,0.8893379361681276,Я не люблю и боюсь этого вашего Солёного. 
5675,Я просто познакомиться только приехал и больше ничего,0.8435720253476225,Я просто познакомиться только приехал
2628,"А приехала квартирантка, госпожа Бежецкая, Амалия Казимировна",0.362182261920004,Вечером Фандорин был в доме Амалии Казимировны Бежецкой. 
16982,"А в Букареште д’Эвре ловко воспользовался госпожой Суворовой, чтобы избавится от агента, утратившего свою ценность и, наоборот, начавшего представлять опасность. ",0.3673142829387395,В Бухаресте д’Эвре хитро использовал ситуацию с госпожой Суворовой. 
22777,"Он поклонился в землю и несколько минут лежал на холодном полу, усыпанном ельником. ",0.7961067130217744,Он поклонился в землю и несколько минут лежал на холодном полу. 
21647,Был уже двенадцатый час. ,0.7669844120214229,III  Был уже двенадцатый час. 
1700,"Вы хотели сами лично удостовериться: больше ли он меня, чем вас, любит или нет, потому что вы ужасно ревнуете… - Он мне уже сказал, что вас ненавидит… - едва пролепетала Аглая",0.632855390705526,"Вы хотели сами лично увидеть: больше ли он меня, чем вас, любит, потому что вы ужасно ревнуете"
7978,"Ты не думал, что я умерла?",0.9705385273671462,"Ты не думал, что я умерла? "
2564,"Что побудило вас убить попугая, кричавшего о муже, убившем жену? ",0.5705453321875903,"Интересно, что в этот день вы убили вашего попугая, который всегда кричал о муже, убившем жену! "
1770,— Хо-хо!,0.4535498761959809,— Хохо! 
6754,"Берестов и стремянный закричали во все горло, пустили собак и следом поскакали во весь опор. ",0.3612686298923618,Берестов закричал и вместе с собаками поскакал за зайцем. 
5359,"Кити смотрела на дверь, сбираясь с силами, чтобы не покраснеть при входе Константина Левина. ",0.6813312538930053,"Старый князь сидел молча, Кити смотрела на дверь и боялась, чтобы не покраснеть при входе Константина Левина. "
13732,"— Эр…Эраст Пет…рович, что же… это? ",0.3365426680890918,"Эраст Пет... рович, что же... это? "
12771,"Зато увидала среди раненых немало знакомых, в том числе Перепелкина. ",0.4017946197249329,Среди раненых было много знакомых. 
4531,— Давай разойдемся мирно,0.7835842344165127,— Давай разойдёмся мирно
1346,Человек он умный. ,0.6905576971165378,"Вижу, что человек он умный. "
22155,Надо жить… Надо жить… Ирина (кладет голову на грудь Ольги). ,0.35466556872578,Надо жить... 
21036,"– Ну, а хозяин наш что? ",0.8821030042826837,"— Ну, а хозяин наш что? "
80,"В эти последние годы подросли и созрели все три генеральские дочери, Александра, Аделаида и Аглая. ",0.9180762712761136,"В последние годы подросли все три генеральские дочери, Александра, Аделаида и Аглая. "
5883,Дона Анна (падая) Где я?.. ,0.6334290215851183,Дона Анна (падая). 
5119,На пороге стояла сама леди Эстер. ,0.459952007370992,Вот и эстернат леди Эстер. 
2666,"Мысль о смерти того или другого также мелькнула в уме моем, и я приближался к станции *** с печальным предчувствием.",0.7841980549385612,"Мысль о смерти того или другого также была у меня, и я подъезжал к станции *** с печальным предчувствием."
8185,"- Мне кажется, что вас слишком уже поразил случай с вашим благодетелем, - ласково и не теряя спокойствия, заметил старичок: - вы воспламенены… может быть, уединением. ",0.4600919674149466,"Князь замолчал. — Мне кажется, вас слишком поразил случай с вашим благодетелем, — ласково заметил старичок. — Если бы вы пожили больше с людьми, то, конечно, успокоились бы и увидели, что всё гораздо проще... "
3805,"Мне, которому оставалось быть генерал-губернатором!.. ",0.874798412588826,"Мне, которому надо было быть генерал-губернатором!.. "
10751,"— У меня нет денег, — пробормотал, наконец, Ипполит Матвеевич",0.8833809152770323,"— У меня нет денег, — пробормотал наконец Ипполит Матвеевич"
20801,Германн встал,0.5659942394023573,Германн стал ходить около дома. 
2836,– Ты только что приехал? ,0.7224448509360327,— Ты тоже только что приехал? 
7162,У них ведь тоже есть дверь… Людей в клетках не видал. ,0.5836794831093585,Людей в клетках тоже не видел. 
6342,Порывчатость своих желаний он принимал за их силу. ,0.681006815447585,Остроту своих желаний он принимал за их силу.
22467,"— Кто это там так долго, генерал? ",0.5170138909104761,"Как думаете, генерал? "
22076,"Ты-то счастлив или нет?""",0.9056343254057568,Ты-то счастлив или нет?
17192,"В прежние годы он бы еще и разулся, чтобы чувствовать под ногами тепло шершавой палубы. ",0.7940565684257977,"В прежние годы он бы ещё 49  разулся, чтобы чувствовать под ногами тепло  шершавой палубы. "
18571,"Сущий мученик четырнадцатого класса, огражденный своим чином токмо от побоев, и то не всегда (ссылаюсь на совесть моих читателей). ",0.4690444803643368,"Несчастный чиновник четырнадцатого класса, которого чин спасает только от побоев, и то не всегда. "
15799,Маша (смеется). ,0.7990549798032407,Маша (смеётся). 
3040,Тридцать шесть городов! ,0.3837294710258287,Двадцать четыре рубля тридцать шесть копеек. 
22152,"А между тем все эти люди, - хотя, конечно, были ""друзьями дома"" и между собой, - были однако же далеко не такими друзьями ни дому, ни между собой, какими принял их князь, только что его представили и познакомили с ними. ",0.741459675375455,"А между тем все эти люди, — хотя, конечно, были «друзьями дома» и между собой, — были далеко не такими друзьями ни дому, ни между собой, какими принял их князь. "
2735,"— спросила она наконец, скрежеща зубами от нетерпения",0.4449235303062644,— спросила она наконец
10369,"Как ни хорошо она была настроена, упоминание о поездке на дачу к матери кольнуло ее",0.5570619925533126,Упоминание о поездке на дачу к матери не понравилось Анне
13275,"Сердце ее билось сильно, и мысли не могли ни на чем остановиться.",0.8727133536173595,"Сердце её билось сильно, и мысли не могли ни на чём остановиться. "
21401,"- Равнодушны уж очень стали-с, хе-хе! ",0.6130052934062659,"Лебедев удивился. — Равнодушны стали, хе-хе! "
16460,"Печален, задумчив?",0.3949860754213872,Задумчивый?
14080,"Больной при смотрителе охал и не говорил почти ни слова, однако ж выпил две чашки кофе, и охая заказал себе обед. ",0.863453687512975,"Больной при смотрителе охал и не говорил почти ни слова, но выпил две чашки кофе и заказал себе обед. "
4476,"Князь занял две небольшие комнаты, темные и плохо меблированные, умылся, оделся, ничего не спросил и торопливо вышел, как бы боясь потерять время или не застать кого-то дома.",0.6562490697674097,"Князь занял две небольшие комнаты, умылся, оделся и торопливо вышел."
21739,"Как боялся рассердить меня, каким покорным, деликатным, осторожным в каждом своем движении старался ты быть! ",0.5068340034999333,"Как боялся рассердить меня, как осторожно двигался! "
12092,"И к чему эти люди, этот оркестр…» И в эту минуту он вдруг вспомнил, как тогда вечером на станции, проводив Анну Сергеевну, говорил себе, что все кончилось и они уже никогда не увидятся. ",0.7511418722716723,"И в эту минуту он вдруг вспомнил, как тогда вечером на станции он проводил Анну Сергеевну и говорил себе, что всё кончилось и они уже никогда не увидятся. "
17113,"«Нет, не надо говорить, – подумал он, когда она прошла вперед его. – Это тайна, для меня одного нужная, важная и невыразимая словами.",0.7870102633525055,"«Нет, не надо говорить, — подумал он, когда она прошла вперёд его. — Это тайна, для меня одного нужная, важная и не передаваемая словами. "
17522,"Она, не отвечая, покачала головой. — Разве нельзя взять сына и всё-таки оставить его?",0.9462017641485088,"Она, не от ве чая, покачала головой. — Разве нельзя взять сына и всё-таки оставить его?"
14792,"Развивая ее культуру, надо знать, что представляла ее культура в прошлом и чем она является сейчас. ",0.9158188270917224,"Развивая её культуру, надо знать, что представляла её культура в прошлом и чем она является сейчас. "
10845,На другой же день после освящения моста с жадностью хватаю местный «Вестник» и ищу в нем про свою особу. ,0.6546927330611709,"Так как известность теперь делается почти исключительно только из газет, на другой же день после открытия моста хватаю местный «Вестник» и ищу в нём про свою особу. "
4859,"Но это сновидение, как кошмар, давило ее, и она просыпалась с ужасом.",0.4510786312158548,"Но этот страшный сон мучил её, и она просыпалась с ужасом. "
22783,"Она положила обе руки на его плечи и долго смотрела на него глубоким, восторженным и вместе испытующим взглядом. ",0.95397763470592,"Она положила обе руки на его плечи и долго смотрела на него глубоким, восторженным и испытующим взглядом"
13313,"Лев смотрел на собачку, поворачивал голову со стороны на сторону и не трогал её.",0.3928341728763903,Лев не трогал её. 
14272,"— Благодарю, господа, благодарю. ",0.7707214423255179,"Государь принял саблю и сказал: — Благодарю, господа, благодарю. "
10784,"- Рогожин сказал мне вчера, только не совсем ясно",0.3554524865637155,"— испугалась Аглая. — Рогожин сказал мне вчера. — А-а, ну, если Рогожин... "
10465,"Нет сомнения, что если бы профессор осуществил этот план, ему очень легко удалось бы устроиться при кафедре зоологии в любом университете мира, ибо ученый он был совершенно первоклассный, а, в той области, которая так или иначе касается земноводных или голых гадов, и равных себе не имел за исключением профессоров Ульяма Веккля в Кембридже и Джиакомо Бартоломео Беккари в Риме. ",0.9717237487565408,"Нет сомнения, что если бы профессор осуществил этот план, ему очень легко удалось бы устроиться при кафедре зоологии в любом университете мира, ибо учёный он был совершенно первоклассный, а в той области, которая так или иначе касается земноводных или голых гадов, и равных себе не имел за исключением профессора Ульяма Веккля в Кембридже и Джиакомо Бартоломео Беккари в Риме. "
927,"А вас, mesdames, прошу его попотчевать, потому что он, кажется, и голоден… - Вы меня удивляете, - продолжала попрежнему генеральша; - голоден и припадки! ",0.3883161325926927,"А вас, дамы, прошу его угостить, потому что он, кажется, и голоден"
22920,"Бывает часть, что в городах на пожарах остаются дети в домах и их нельзя вытащить, потому что они от испуга спрячутся и молчат, а от дыма нельзя из рассмотреть. ",0.3898159837769736, Часто в городах во время пожара в домах остаются дети. 
6658,В дверь постучали,0.3628326374058569,Вдруг кто-то постучал в дверь. 
17845,"Бывало барин, какой бы сердитый ни был, при ней утихает и милостиво со мною разговаривает. ",0.6578497092500345,"Бывало, барин, какой бы сердитый ни был, при ней успокаивался и вежливо со мной разговаривал. "
18113,Подыщите еще побольше дома в вашем лексиконе таких слов: то-то эффект произведете! ,0.8415510945247747,Подыщите ещё побольше дома в вашем лексиконе таких слов:то-то эффект произведёте! 
2215,"От детей ничего не надо утаивать, под предлогом, что они маленькие и что им рано знать. ",0.8672589802264935,"От детей ничего не надо скрывать под предлогом, что они маленькие и что им рано знать. "
16690,Первое время деревенской жизни было для Долли очень трудное. ,0.9324066845879156,Первое время деревенской жизни было для Долли очень труд ное. 
12236,— горячо воскликнул д’Эвре. — и это уже будет полная капитуляция!,0.5084251066104872,— воскликнул д’Эвре
20954,"Аглая быстро подбежала к нему, успела принять его в свои руки и с ужасом, с искаженным болью лицом, услышала дикий крик ""духа сотрясшего и повергшего"" несчастного. ",0.6602403600093991,"Аглая быстроподбежала к нему, успела принять его в свои руки и с ужасом услышала дикий крик несчастного. "
17279,Надежда Николаевна. ,0.3810722649534274,Я хочу поговорить о ваших отношениях с семьёй Надежды Николаевны. 
7506,"У меня в штабе жених, — с достоинством сказала она. — а это мой спутник, сербский волонтер Эраст Петрович Фандорин.",0.3800586640707143,У меня в штабе жених. 
3409,"- Настасью Филипповну, - пробормотал князь",0.6561879401275819,"— Настасью Филипповну, — пробормотал князь. — Откуда ты меня знаешь? "
19913,ничего не понимаю! ,0.4144948132870686,Рогожин стоял и ничего не понимал.
9397,"Следующие ряды были уже легче, но Левин всё-таки должен был напрягать все свои силы, чтобы не отставать от мужиков.",0.5237718369705787,Следующие ряды были уже легче. 
7,И оба пошли быстро.,0.8032020132806752,И они пошли быстро. 
3662,"Я люблю, глубоко, бесконечно люблю… Ирина. ",0.7867023097583872,"Я люблю, глубоко, бесконечно люблю..."
10174,Д’Эвре не ответил. ,0.3328147470339939,— Д’Эвре действовал слишком оригинально. 
16584,Нет! ,0.8331307858767046,— Нет! 
16095,"— закричал я в восторге, — и если б я уже двадцать лет вас любил, то все-таки не любил бы сильнее теперешнего! ",0.843203138821621,"— закричал я, — и если б я уже двадцать лет вас любил, то не любил бы сильнее теперешнего!"
9539,Маклафлин! ,0.4209074617778042,— Маклафлин громко засмеялся и поехал налево. 
8853,"К тому же Пушкин мог еще встречать людей, которые видели и слышали живого Ломоносова. ",0.9643641983956374,"К тому же Пушкин мог ещё встречать людей, которые видели и слышали живого Ломоносова. "
17168,"Может, чей-нибудь сынок? ",0.3973937847818782,"Может, сын чей? "
1545,Сейчас!,0.7870917683231962,— Сейчас! 
5186,"Я курса не кончил, но кончить хочу и на своем настою, потому что у меня есть характер. ",0.8796457154703313,"Я курса не кончил, но кончить хочу, потому что у меня есть характер. "
9014,"— Нынче, в час, — прошептала она и, тяжело вздохнув, пошла своим легким и быстрым шагом навстречу сыну.",0.5762147308657946,"— проговорил он шёпотом. — Сегодня, в час, — прошептала она и, тяжело вздохнув, пошла навстречу сыну. — Скоро надо на скачки. "
8799,"— Мой славный Эндрю, пожалуйста, поскорее приведи профессора Бланка, — приказала леди Эстер. — по дороге объясни ему ситуацию. ",0.3775646635433376,— профессор посмотрел на леди Эстер
17891,"Ну а невеста, Лизанька Эверт-Колокольцева, и вовсе казалась неземным существом, просто сердце замирало на нее смотреть. ",0.4001058351316364,"Как только он вышел на перрон, увидел… Елизавету Эверт-Колокольцеву, Лизаньку. "
11079,Дон Гуан Я не должен ревновать.,0.6509731554761063,Я не должен ревновать. 
12369,Чем все это кончилось! ,0.5871974587216449,"Боже, как всё это кончилось! "
3524,"Сухой, неприятный человек Еремей Перепелкин. ",0.3849794570056243,А вот Перепёлкин — человек неприятный!» 
19614,"Он знал, что между отцом и матерью была ссора, разлучившая их, знал, что ему суждено оставаться с отцом, и старался привыкнуть к этой мысли.",0.8672578445603772,"Он знал, что между отцом и матерью была ссора, знал, что ему надо оставаться с отцом, и старался привыкнуть к этой мысли. "
3057,У нас незадолго до смерти отца гудело в трубе. ,0.9085815851056408,У нас незадолго до смерти отца гу дело в трубе. 
3574,"– сказала она, оглянувшись на Вронского, сошедшего с лошади и подходившего к ним.",0.9313285424355752,"— сказала она, оглянувшись на Врон ского, тоже сошедшего с лошади и подходившего к ним. "
274,"Меня теснят такие странные мысли, такие темные ощущения, такие еще неясные для меня вопросы толпятся в моей голове, — а как-то нет ни силы, ни хотения их разрешить. ",0.6502423316095468,"Меня беспокоят такие странные мысли, такие ещё не ясные для меня вопросы стоят в моей голове — а нет ни силы, ни желания их разрешить. "
1974,"Я предложил отцу ее стакан пуншу; Дуне подал я чашку чаю, и мы втроем начали беседовать, как будто век были знакомы.",0.7151925085617195,"Я предложил отцу её стакан вина; Дуне подал я чашку чаю, и мы втроём начали разговаривать, как будто давно были знакомы."
7081,"- Ну-ну-ну, Аглая! ",0.9151841608606136,"— Ну-ну-ну, Аглая! "
5941,"– Я просил, я умолял тебя не ездить, я знал, что тебе будет неприятно… – Неприятно! ",0.8044838843021135,"— Я просил тебя не ездить, я знал, что тебе будет неприятно… — Неприятно! "
16481,"«Да, я причесана, но когда, решительно не помню». ",0.3309045885079674,"«Да, я причёсана». "
22084,Не вышло бы анекдота какого-нибудь! ,0.4820385986020441,Не вышло бы другой истории какой-нибудь! 
6830,Генерал очень удивился,0.6061433999367986,Генерал очень удивился. — И у вас в России никого? 
5805,"Маклафлин сейчас или в Константинополе или, что вернее всего, держит путь в Англию, поскольку его миссия выполнена. ",0.5805742962758582,"— Маклафлин сейчас или в Константинополе, или едет в Анг лию. "
24178,"Тогда в Павловске я солгал: Б-н мне ничего и говорил и никогда не видал меня; но с неделю назад ко мне приводили студента Кислородова; по убеждениям своим, он материалист, атеист и нигилист, вот почему я именно его и позвал: мне надо было человека, чтобы сказал мне наконец голую правду, не нежничая и без церемонии. ",0.7163253983836068,"Неделю назад ко мне приводили студента Кислородова; по убеждениям своим он материалист, атеист и нигилист, вот почему я именно его и позвал; мне надо было человека, чтобы сказал мне, наконец, правду. "
18884,"И опять он же был виноват в том, что она навеки разлучена с сыном.",0.592910614666654,"И опять он же был виноват в том, что она навсегда осталась без сына. "
23517,"Она задумывалась, и он становился серьезен. ",0.7678109413655801,"Она задумывалась, и он становился серьёзен. "
13925,"Обмануть или убить друга — тяжкое испытание, но иногда приходится переступать и через это. ",0.486210592892865,Обмануть или убить друга — очень трудно. 
7742,Какая Настасья Филипповна?,0.7962001993823081,— Как Настасья Филипповна? 
8358,Вечер и вправду складывался весело.,0.3388349066531347,"Вечер и, правда, становился всё более весёлым. "
3817,"- Ну, вы сделали так, что я теперь непременно ""заговорю"" и даже… может быть… и вазу разобью. ",0.5099215328203502,"— Ну, вы сделали так, что я теперь обязательно «заговорю» и даже... может быть... и вазу разобью. "
6289,"– Ну вот, посмотри, посмотри! ",0.4724097069136795,"Кити стояла у ванны, в которой купался сын. — Ну вот, посмотри! "
